Grouping,Mat,Inns,Not Out,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s,Seam Dismissal,Spin Dismissal
In Australia,5,9,1,298,114,37.25,464,64.22,1,0,1,30,8,75%,25%
