Grouping,Mat,Inns,Not Out,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s,Seam Dismissal,Spin Dismissal
In India,6,7,1,374,303*,62.33,506,73.91,1,0,1,41,4,33.33%,50%
